SYMB,MM/DD/YY,NAV
IBAUG2009,2/1/2014,109.56
IBSEP2009,2/1/2014,109.44
IBOCT2009,2/1/2014,109.32
IBNOV2009,2/1/2014,110.68
IBDEC2009,2/1/2014,110.56
IBJAN2008,2/1/2014,124.8
IBFEB2008,2/1/2014,124.56
IBMAR2008,2/1/2014,124.32
IBAPR2008,2/1/2014,124.04
IBMAY2008,2/1/2014,115.2
IBJUN2008,2/1/2014,115.12
IBJUL2008,2/1/2014,115.00
IBAUG2008,2/1/2014,114.88
IBSEP2008,2/1/2014,114.76
IBOCT2008,2/1/2014,114.64
IBNOV2008,2/1/2014,116.28
IBDEC2008,2/1/2014,116.08
IBSEP1998,2/1/2014,245.16
IBOCT1998,2/1/2014,244.24
IBNOV1998,2/1/2014,240.16
IBDEC1998,2/1/2014,239.28
IBJAN2007,2/1/2014,131.6
IBFEB2007,2/1/2014,131.32
IBMAR2007,2/1/2014,131.04
IBAPR2007,2/1/2014,130.76
IBMAY2007,2/1/2014,128.32
IBJUN2007,2/1/2014,128.04
IBJUL2007,2/1/2014,127.80
IBAUG2007,2/1/2014,127.52
IBSEP2007,2/1/2014,127.28
IBOCT2007,2/1/2014,127.00
IBNOV2007,2/1/2014,125.32
IBDEC2007,2/1/2014,125.04
IBJAN2006,2/1/2014,133.72
IBFEB2006,2/1/2014,133.48
IBMAR2006,2/1/2014,133.24
IBAPR2006,2/1/2014,133.00
IBMAY2006,2/1/2014,133.56
IBJUN2006,2/1/2014,133.28
IBJUL2006,2/1/2014,133.00
IBAUG2006,2/1/2014,132.72
IBSEP2006,2/1/2014,132.44
IBOCT2006,2/1/2014,132.16
IBNOV2006,2/1/2014,132.16
IBDEC2006,2/1/2014,131.88
IBJAN2005,2/1/2014,139.36
IBFEB2005,2/1/2014,139.12
IBMAR2005,2/1/2014,138.84
IBAPR2005,2/1/2014,138.60
IBMAY2005,2/1/2014,139.6
IBJUN2005,2/1/2014,139.32
IBJUL2005,2/1/2014,139.04
IBAUG2005,2/1/2014,138.76
IBSEP2005,2/1/2014,138.48
IBOCT2005,2/1/2014,138.20
IBNOV2005,2/1/2014,134.20
IBDEC2005,2/1/2014,133.96
IBJAN2004,2/1/2014,144.52
IBFEB2004,2/1/2014,144.24
IBMAR2004,2/1/2014,143.96
IBAPR2004,2/1/2014,143.68
IBMAY2004,2/1/2014,142.24
IBJUN2004,2/1/2014,142.0
IBJUL2004,2/1/2014,141.72
IBAUG2004,2/1/2014,141.48
IBSEP2004,2/1/2014,141.24
IBOCT2004,2/1/2014,140.96
IBNOV2004,2/1/2014,139.88
IBDEC2004,2/1/2014,139.64
IBJAN2003,2/1/2014,158.60
IBFEB2003,2/1/2014,158.24
IBMAR2003,2/1/2014,157.88
IBAPR2003,2/1/2014,157.52
IBMAY2003,2/1/2014,148.56
IBJUN2003,2/1/2014,148.28
IBJUL2003,2/1/2014,148
IBAUG2003,2/1/2014,147.72
IBSEP2003,2/1/2014,147.44
IBOCT2003,2/1/2014,147.16
IBNOV2003,2/1/2014,145.08
IBDEC2003,2/1/2014,144.8
IBJAN2002,2/1/2014,171.24
IBFEB2002,2/1/2014,170.8
IBMAR2002,2/1/2014,170.36
IBAPR2002,2/1/2014,169.92
IBMAY2002,2/1/2014,168.44
IBJUN2002,2/1/2014,168
IBJUL2002,2/1/2014,167.56
IBAUG2002,2/1/2014,167.12
IBSEP2002,2/1/2014,166.68
IBOCT2002,2/1/2014,166.24
IBNOV2002,2/1/2014,159.32
IBDEC2002,2/1/2014,158.96
IBJAN2013,2/1/2014,101.28
IBFEB2013,2/1/2014,101.16
IBMAR2013,2/1/2014,100
IBAPR2013,2/1/2014,100
IBMAY2013,2/1/2014,100
IBJUN2013,2/1/2014,100
IBJUL2013,2/1/2014,100
IBAUG2013,2/1/2014,100
IBSEP2013,2/1/2014,100
IBOCT2013,2/1/2014,100
IBNOV2013,2/1/2014,100
IBDEC2013,2/1/2014,100
IBJAN2014,2/1/2014,100
IBFEB2014,2/1/2014,100
IBJAN2012,3/1/2014,104.08
IBFEB2012,3/1/2014,103.96
IBMAR2012,3/1/2014,103.88
IBAPR2012,3/1/2014,103.76
IBMAY2012,3/1/2014,102.72
IBJUN2012,3/1/2014,102.60
IBJUL2012,3/1/2014,102.52
IBAUG2012,3/1/2014,102.4
IBSEP2012,3/1/2014,102.32
IBOCT2012,3/1/2014,102.20
IBNOV2012,3/1/2014,101.56
IBDEC2012,3/1/2014,101.48
IBJAN2005,3/1/2014,139.64
IBFEB2005,3/1/2014,139.36
IBMAR2005,3/1/2014,139.12
IBAPR2005,3/1/2014,138.84
IBMAY2005,3/1/2014,139.88
IBJUN2005,3/1/2014,139.6
IBJUL2005,3/1/2014,139.32
IBAUG2005,3/1/2014,139.04
IBSEP2005,3/1/2014,138.76
IBOCT2005,3/1/2014,138.48
IBNOV2005,3/1/2014,134.44
IBDEC2005,3/1/2014,134.20
IBJAN2004,3/1/2014,144.8
IBFEB2004,3/1/2014,144.52
IBMAR2004,3/1/2014,144.24
IBAPR2004,3/1/2014,143.96
IBMAY2004,3/1/2014,142.52
IBJUN2004,3/1/2014,142.24
IBJUL2004,3/1/2014,142.0
IBAUG2004,3/1/2014,141.72
IBSEP2004,3/1/2014,141.48
IBOCT2004,3/1/2014,141.24
IBNOV2004,3/1/2014,140.12
IBDEC2004,3/1/2014,139.88
IBJAN2003,3/1/2014,158.96
IBFEB2003,3/1/2014,158.60
IBMAR2003,3/1/2014,158.24
IBAPR2003,3/1/2014,157.88
IBMAY2003,3/1/2014,148.84
IBJUN2003,3/1/2014,148.56
IBJUL2003,3/1/2014,148.28
IBAUG2003,3/1/2014,148
IBSEP2003,3/1/2014,147.72
IBOCT2003,3/1/2014,147.44
IBNOV2003,3/1/2014,145.32
IBDEC2003,3/1/2014,145.08
IBJAN2002,3/1/2014,171.72
IBFEB2002,3/1/2014,171.24
IBMAR2002,3/1/2014,170.8
IBAPR2002,3/1/2014,170.36
IBMAY2002,3/1/2014,168.88
IBJUN2002,3/1/2014,168.44
IBJUL2002,3/1/2014,168
IBAUG2002,3/1/2014,167.56
IBSEP2002,3/1/2014,167.12
IBOCT2002,3/1/2014,166.68
IBNOV2002,3/1/2014,159.72
IBDEC2002,3/1/2014,159.32
IBJAN2001,3/1/2014,214.92
IBFEB2001,3/1/2014,214.08
IBMAR2001,3/1/2014,213.28
IBAPR2001,3/1/2014,212.48
IBMAY2001,3/1/2014,199.84
IBJUN2001,3/1/2014,199.12
IBJUL2001,3/1/2014,198.44
IBAUG2001,3/1/2014,197.76
IBSEP2001,3/1/2014,197.08
IBOCT2001,3/1/2014,196.4
IBNOV2001,3/1/2014,172.60
IBDEC2001,3/1/2014,172.16
IBJAN2000,3/1/2014,230.48
IBFEB2000,3/1/2014,229.6
IBMAR2000,3/1/2014,228.72
IBAPR2000,3/1/2014,227.84
IBMAY2000,3/1/2014,230.36
IBJUN2000,3/1/2014,229.48
IBJUL2000,3/1/2014,228.56
IBAUG2000,3/1/2014,227.64
IBSEP2000,3/1/2014,226.76
IBOCT2000,3/1/2014,225.88
IBNOV2000,3/1/2014,216.52
IBDEC2000,3/1/2014,215.72
IBJAN1999,3/1/2014,239.28
IBFEB1999,3/1/2014,238.4
IBMAR1999,3/1/2014,237.52
IBAPR1999,3/1/2014,236.64
IBMAY1999,3/1/2014,235.04
IBJUN1999,3/1/2014,234.16
IBJUL1999,3/1/2014,233.28
IBAUG1999,3/1/2014,232.44
IBSEP1999,3/1/2014,231.56
IBOCT1999,3/1/2014,230.72
IBNOV1999,3/1/2014,232.20
IBDEC1999,3/1/2014,231.32
IBJAN2014,3/1/2014,100
IBFEB2014,3/1/2014,100
IBMAR2014,3/1/2014,100
IBJAN2011,3/1/2014,106.84
IBFEB2011,3/1/2014,106.72
IBMAR2011,3/1/2014,106.64
IBAPR2011,3/1/2014,106.52
IBMAY2011,3/1/2014,106.72
IBJUN2011,3/1/2014,106.60
IBJUL2011,3/1/2014,106.48
IBAUG2011,3/1/2014,106.36
IBSEP2011,3/1/2014,106.28
IBOCT2011,3/1/2014,106.16
IBNOV2011,3/1/2014,104.28
IBDEC2011,3/1/2014,104.16
IBJAN2010,3/1/2014,110.56
IBFEB2010,3/1/2014,110.44
IBMAR2010,3/1/2014,110.28
IBAPR2010,3/1/2014,110.16
IBMAY2010,3/1/2014,108.68
IBJUN2010,3/1/2014,108.56
IBJUL2010,3/1/2014,108.4
IBAUG2010,3/1/2014,108.28
IBSEP2010,3/1/2014,108.16
IBOCT2010,3/1/2014,108.04
IBNOV2010,3/1/2014,107.08
IBDEC2010,3/1/2014,106.96
IBJAN2009,3/1/2014,116.08
IBFEB2009,3/1/2014,115.92
IBMAR2009,3/1/2014,115.72
IBAPR2009,3/1/2014,115.00
IBMAY2009,3/1/2014,110.0
IBJUN2009,3/1/2014,109.88
IBJUL2009,3/1/2014,109.80
IBAUG2009,3/1/2014,109.68
IBSEP2009,3/1/2014,109.56
IBOCT2009,3/1/2014,109.44
IBNOV2009,3/1/2014,110.8
IBDEC2009,3/1/2014,110.68
IBJAN2008,3/1/2014,125.04
IBFEB2008,3/1/2014,124.8
IBMAR2008,3/1/2014,124.56
IBAPR2008,3/1/2014,124.32
IBMAY2008,3/1/2014,115.32
IBJUN2008,3/1/2014,115.2
IBJUL2008,3/1/2014,115.12
IBAUG2008,3/1/2014,115.00
IBSEP2008,3/1/2014,114.88
IBOCT2008,3/1/2014,114.76
IBNOV2008,3/1/2014,116.44
IBDEC2008,3/1/2014,116.28
IBJAN2007,3/1/2014,131.88
IBFEB2007,3/1/2014,131.6
IBMAR2007,3/1/2014,131.32
IBAPR2007,3/1/2014,131.04
IBMAY2007,3/1/2014,128.56
IBJUN2007,3/1/2014,128.32
IBJUL2007,3/1/2014,128.04
IBAUG2007,3/1/2014,127.80
IBSEP2007,3/1/2014,127.52
IBOCT2007,3/1/2014,127.28
IBNOV2007,3/1/2014,125.56
IBDEC2007,3/1/2014,125.32
IBJAN2006,3/1/2014,133.96
IBFEB2006,3/1/2014,133.72
IBMAR2006,3/1/2014,133.48
IBAPR2006,3/1/2014,133.24
IBMAY2006,3/1/2014,133.88
IBJUN2006,3/1/2014,133.56
IBJUL2006,3/1/2014,133.28
IBAUG2006,3/1/2014,133.00
IBSEP2006,3/1/2014,132.72
IBOCT2006,3/1/2014,132.44
IBNOV2006,3/1/2014,132.44
IBDEC2006,3/1/2014,132.16
IBSEP1998,3/1/2014,246.08
IBOCT1998,3/1/2014,245.16
IBNOV1998,3/1/2014,241.08
IBDEC1998,3/1/2014,240.16
IBJAN2013,3/1/2014,101.36
IBFEB2013,3/1/2014,101.28
IBMAR2013,3/1/2014,101.16
IBAPR2013,3/1/2014,100
IBMAY2013,3/1/2014,100
IBJUN2013,3/1/2014,100
IBJUL2013,3/1/2014,100
IBAUG2013,3/1/2014,100
IBSEP2013,3/1/2014,100
IBOCT2013,3/1/2014,100
IBNOV2013,3/1/2014,100
IBDEC2013,3/1/2014,100
IBJAN2013,4/1/2014,101.48
IBFEB2013,4/1/2014,101.36
IBMAR2013,4/1/2014,101.28
IBAPR2013,4/1/2014,101.16
IBMAY2013,4/1/2014,100
IBJUN2013,4/1/2014,100
IBJUL2013,4/1/2014,100
IBAUG2013,4/1/2014,100
IBSEP2013,4/1/2014,100
IBOCT2013,4/1/2014,100
IBNOV2013,4/1/2014,100
IBDEC2013,4/1/2014,100
IBJAN2012,4/1/2014,104.16
IBFEB2012,4/1/2014,104.08
IBMAR2012,4/1/2014,103.96
IBAPR2012,4/1/2014,103.88
IBMAY2012,4/1/2014,102.8
IBJUN2012,4/1/2014,102.72
IBJUL2012,4/1/2014,102.60
IBAUG2012,4/1/2014,102.52
IBSEP2012,4/1/2014,102.4
IBOCT2012,4/1/2014,102.32
IBNOV2012,4/1/2014,101.68
IBDEC2012,4/1/2014,101.56
IBJAN2011,4/1/2014,106.96
IBFEB2011,4/1/2014,106.84
IBMAR2011,4/1/2014,106.72
IBAPR2011,4/1/2014,106.64
IBMAY2011,4/1/2014,106.8
IBJUN2011,4/1/2014,106.72
IBJUL2011,4/1/2014,106.60
IBAUG2011,4/1/2014,106.48
IBSEP2011,4/1/2014,106.36
IBOCT2011,4/1/2014,106.28
IBNOV2011,4/1/2014,104.36
IBDEC2011,4/1/2014,104.28
IBJAN2010,4/1/2014,110.68
IBFEB2010,4/1/2014,110.56
IBMAR2010,4/1/2014,110.44
IBAPR2010,4/1/2014,110.28
IBMAY2010,4/1/2014,108.8
IBJUN2010,4/1/2014,108.68
IBJUL2010,4/1/2014,108.56
IBAUG2010,4/1/2014,108.4
