SYMB,MM/DD/YY,NAV
IBJUL2014,11/1/2022,122.84
IBAUG2014,11/1/2022,121.84
IBSEP2014,11/1/2022,120.88
IBOCT2014,11/1/2022,119.96
IBNOV2014,11/1/2022,122.68
IBDEC2014,11/1/2022,121.72
IBJAN2013,11/1/2022,124.4
IBFEB2013,11/1/2022,123.44
IBMAR2013,11/1/2022,122.48
IBAPR2013,11/1/2022,121.52
IBMAY2013,11/1/2022,125.36
IBJUN2013,11/1/2022,124.36
IBJUL2013,11/1/2022,123.40
IBAUG2013,11/1/2022,122.44
IBSEP2013,11/1/2022,121.48
IBOCT2013,11/1/2022,120.56
IBNOV2013,11/1/2022,126.64
IBDEC2013,11/1/2022,125.64
IBJAN2012,11/1/2022,127.68
IBFEB2012,11/1/2022,126.72
IBMAR2012,11/1/2022,125.72
IBAPR2012,11/1/2022,124.72
IBMAY2012,11/1/2022,127.80
IBJUN2012,11/1/2022,126.8
IBJUL2012,11/1/2022,125.80
IBAUG2012,11/1/2022,124.8
IBSEP2012,11/1/2022,123.84
IBOCT2012,11/1/2022,122.88
IBNOV2012,11/1/2022,126.36
IBDEC2012,11/1/2022,125.36
IBJAN2011,11/1/2022,131.12
IBFEB2011,11/1/2022,130.12
IBMAR2011,11/1/2022,129.08
IBAPR2011,11/1/2022,128.08
IBMAY2011,11/1/2022,132.76
IBJUN2011,11/1/2022,131.72
IBJUL2011,11/1/2022,130.72
IBAUG2011,11/1/2022,129.68
IBSEP2011,11/1/2022,128.68
IBOCT2011,11/1/2022,127.68
IBNOV2011,11/1/2022,129.72
IBDEC2011,11/1/2022,128.72
IBJAN2010,11/1/2022,139.12
IBFEB2010,11/1/2022,138.0
IBMAR2010,11/1/2022,136.88
IBAPR2010,11/1/2022,135.76
IBMAY2010,11/1/2022,137.52
IBJUN2010,11/1/2022,136.44
IBJUL2010,11/1/2022,135.36
IBAUG2010,11/1/2022,134.28
IBSEP2010,11/1/2022,133.2
IBOCT2010,11/1/2022,132.12
IBNOV2010,11/1/2022,133.2
IBDEC2010,11/1/2022,132.16
IBJAN2009,11/1/2022,150.36
IBFEB2009,11/1/2022,149.12
IBMAR2009,11/1/2022,147.88
IBAPR2009,11/1/2022,146.64
IBMAY2009,11/1/2022,138.12
IBJUN2009,11/1/2022,137.04
IBJUL2009,11/1/2022,135.96
IBAUG2009,11/1/2022,134.88
IBSEP2009,11/1/2022,133.84
IBOCT2009,11/1/2022,132.76
IBNOV2009,11/1/2022,141.36
IBDEC2009,11/1/2022,140.24
IBJAN2008,11/1/2022,168.64
IBFEB2008,11/1/2022,167.16
IBMAR2008,11/1/2022,165.72
IBAPR2008,11/1/2022,164.24
IBMAY2008,11/1/2022,143.08
IBJUN2008,11/1/2022,141.96
IBJUL2008,11/1/2022,140.88
IBAUG2008,11/1/2022,139.76
IBSEP2008,11/1/2022,138.68
IBOCT2008,11/1/2022,137.6
IBNOV2008,11/1/2022,152.92
IBDEC2008,11/1/2022,151.64
IBJAN2007,11/1/2022,180.88
IBFEB2007,11/1/2022,179.24
IBMAR2007,11/1/2022,177.64
IBAPR2007,11/1/2022,176.04
IBMAY2007,11/1/2022,177.32
IBJUN2007,11/1/2022,175.72
IBJUL2007,11/1/2022,174.16
IBAUG2007,11/1/2022,172.64
IBSEP2007,11/1/2022,171.12
IBOCT2007,11/1/2022,169.6
IBNOV2007,11/1/2022,171.64
IBDEC2007,11/1/2022,170.16
IBJAN2006,11/1/2022,177.88
IBFEB2006,11/1/2022,176.36
IBMAR2006,11/1/2022,174.84
IBAPR2006,11/1/2022,173.32
IBMAY2006,11/1/2022,186.08
IBJUN2006,11/1/2022,184.44
IBJUL2006,11/1/2022,182.76
IBAUG2006,11/1/2022,181.16
IBSEP2006,11/1/2022,179.52
IBOCT2006,11/1/2022,177.92
IBNOV2006,11/1/2022,184.16
IBDEC2006,11/1/2022,182.52
IBJAN2005,11/1/2022,185.24
IBFEB2005,11/1/2022,183.64
IBMAR2005,11/1/2022,182.04
IBAPR2005,11/1/2022,180.48
IBMAY2005,11/1/2022,191.36
IBJUN2005,11/1/2022,189.68
IBJUL2005,11/1/2022,188
IBAUG2005,11/1/2022,186.36
IBSEP2005,11/1/2022,184.72
IBOCT2005,11/1/2022,183.08
IBNOV2005,11/1/2022,181.00
IBDEC2005,11/1/2022,179.44
IBJAN2004,11/1/2022,193.68
IBFEB2004,11/1/2022,192
IBMAR2004,11/1/2022,190.32
IBAPR2004,11/1/2022,188.68
IBMAY2004,11/1/2022,191.96
IBJUN2004,11/1/2022,190.32
IBJUL2004,11/1/2022,188.68
IBAUG2004,11/1/2022,187.04
IBSEP2004,11/1/2022,185.44
IBOCT2004,11/1/2022,183.84
IBNOV2004,11/1/2022,188.48
IBDEC2004,11/1/2022,186.84
IBJAN2003,11/1/2022,221.68
IBFEB2003,11/1/2022,219.68
IBMAR2003,11/1/2022,217.68
IBAPR2003,11/1/2022,215.68
IBMAY2003,11/1/2022,202.04
IBJUN2003,11/1/2022,200.28
IBJUL2003,11/1/2022,198.56
IBAUG2003,11/1/2022,196.8
IBSEP2003,11/1/2022,195.12
IBOCT2003,11/1/2022,193.40
IBNOV2003,11/1/2022,197.12
IBDEC2003,11/1/2022,195.40
IBJAN2002,11/1/2022,247.72
IBFEB2002,11/1/2022,245.36
IBMAR2002,11/1/2022,243.04
IBAPR2002,11/1/2022,240.76
IBMAY2002,11/1/2022,247.00
IBJUN2002,11/1/2022,244.64
IBJUL2002,11/1/2022,242.36
IBAUG2002,11/1/2022,240.04
IBSEP2002,11/1/2022,237.80
IBOCT2002,11/1/2022,235.56
IBNOV2002,11/1/2022,225.80
IBDEC2002,11/1/2022,223.72
IBJAN2001,11/1/2022,349.40
IBFEB2001,11/1/2022,345.68
IBMAR2001,11/1/2022,342.04
IBAPR2001,11/1/2022,338.44
IBMAY2001,11/1/2022,318.20
IBJUN2001,11/1/2022,314.96
IBJUL2001,11/1/2022,311.72
IBAUG2001,11/1/2022,308.52
IBSEP2001,11/1/2022,305.36
IBOCT2001,11/1/2022,302.20
IBNOV2001,11/1/2022,252.44
IBDEC2001,11/1/2022,250.08
IBJAN2000,11/1/2022,374.60
IBFEB2000,11/1/2022,370.64
IBMAR2000,11/1/2022,366.72
IBAPR2000,11/1/2022,362.84
IBMAY2000,11/1/2022,386.28
IBJUN2000,11/1/2022,382.12
IBJUL2000,11/1/2022,378.04
IBAUG2000,11/1/2022,373.96
IBSEP2000,11/1/2022,369.96
IBOCT2000,11/1/2022,365.96
IBNOV2000,11/1/2022,356.92
IBDEC2000,11/1/2022,353.12
IBJAN1999,11/1/2022,385.72
IBFEB1999,11/1/2022,381.64
IBMAR1999,11/1/2022,377.64
IBAPR1999,11/1/2022,373.68
IBMAY1999,11/1/2022,384.08
IBJUN1999,11/1/2022,380.08
IBJUL1999,11/1/2022,376.08
IBAUG1999,11/1/2022,372.12
IBSEP1999,11/1/2022,368.20
IBOCT1999,11/1/2022,364.36
IBNOV1999,11/1/2022,382.64
IBDEC1999,11/1/2022,378.60
IBSEP1998,11/1/2022,394.68
IBOCT1998,11/1/2022,390.48
IBNOV1998,11/1/2022,393.96
IBDEC1998,11/1/2022,389.80
IBJAN2022,12/1/2022,100
IBFEB2022,12/1/2022,100
IBMAR2022,12/1/2022,100
IBAPR2022,12/1/2022,100
IBMAY2022,12/1/2022,100
IBJUN2022,12/1/2022,100
IBJUL2022,12/1/2022,100
IBAUG2022,12/1/2022,100
IBSEP2022,12/1/2022,100
IBOCT2022,12/1/2022,100
IBNOV2022,12/1/2022,100
IBDEC2022,12/1/2022,100
IBJAN2021,12/1/2022,107.96
IBFEB2021,12/1/2022,107.12
IBMAR2021,12/1/2022,106.28
IBAPR2021,12/1/2022,105.68
IBMAY2021,12/1/2022,108.76
IBJUN2021,12/1/2022,107.92
IBJUL2021,12/1/2022,107.08
IBAUG2021,12/1/2022,106.24
IBSEP2021,12/1/2022,105.40
IBOCT2021,12/1/2022,104.76
IBNOV2021,12/1/2022,106.84
IBDEC2021,12/1/2022,106.04
IBJAN2020,12/1/2022,110.24
IBFEB2020,12/1/2022,109.36
IBMAR2020,12/1/2022,108.48
IBAPR2020,12/1/2022,107.84
IBMAY2020,12/1/2022,110.24
IBJUN2020,12/1/2022,109.36
IBJUL2020,12/1/2022,108.52
IBAUG2020,12/1/2022,107.68
IBSEP2020,12/1/2022,106.84
IBOCT2020,12/1/2022,106.20
IBNOV2020,12/1/2022,109.68
IBDEC2020,12/1/2022,108.8
IBJAN2019,12/1/2022,113.64
IBFEB2019,12/1/2022,112.72
IBMAR2019,12/1/2022,111.80
IBAPR2019,12/1/2022,111.08
IBMAY2019,12/1/2022,114.0
IBJUN2019,12/1/2022,113.08
IBJUL2019,12/1/2022,112.16
IBAUG2019,12/1/2022,111.24
IBSEP2019,12/1/2022,110.32
IBOCT2019,12/1/2022,109.64
IBNOV2019,12/1/2022,112
IBDEC2019,12/1/2022,111.12
IBJAN2018,12/1/2022,114.8
IBFEB2018,12/1/2022,113.88
IBMAR2018,12/1/2022,113.00
IBAPR2018,12/1/2022,112.36
IBMAY2018,12/1/2022,116.20
IBJUN2018,12/1/2022,115.28
IBJUL2018,12/1/2022,114.36
IBAUG2018,12/1/2022,113.44
IBSEP2018,12/1/2022,112.52
IBOCT2018,12/1/2022,111.84
IBNOV2018,12/1/2022,115.56
IBDEC2018,12/1/2022,114.60
IBJAN2017,12/1/2022,119.84
IBFEB2017,12/1/2022,118.92
IBMAR2017,12/1/2022,117.96
IBAPR2017,12/1/2022,117.04
IBMAY2017,12/1/2022,119.76
IBJUN2017,12/1/2022,119.12
IBJUL2017,12/1/2022,118.16
IBAUG2017,12/1/2022,117.24
IBSEP2017,12/1/2022,116.36
IBOCT2017,12/1/2022,115.44
IBNOV2017,12/1/2022,119.12
IBDEC2017,12/1/2022,118.48
IBJAN2016,12/1/2022,121.6
IBFEB2016,12/1/2022,120.64
IBMAR2016,12/1/2022,119.68
IBAPR2016,12/1/2022,118.76
IBMAY2016,12/1/2022,122.24
IBJUN2016,12/1/2022,121.6
IBJUL2016,12/1/2022,120.64
IBAUG2016,12/1/2022,119.68
IBSEP2016,12/1/2022,118.76
IBOCT2016,12/1/2022,117.80
IBNOV2016,12/1/2022,121.44
IBDEC2016,12/1/2022,120.8
IBJAN2015,12/1/2022,121.72
IBFEB2015,12/1/2022,120.76
IBMAR2015,12/1/2022,119.84
IBAPR2015,12/1/2022,118.88
IBMAY2015,12/1/2022,122.44
IBJUN2015,12/1/2022,121.80
IBJUL2015,12/1/2022,120.84
IBAUG2015,12/1/2022,119.88
IBSEP2015,12/1/2022,118.96
IBOCT2015,12/1/2022,118.04
IBNOV2015,12/1/2022,123.24
IBDEC2015,12/1/2022,122.56
IBJAN2014,12/1/2022,125.64
IBFEB2014,12/1/2022,124.64
IBMAR2014,12/1/2022,123.64
IBAPR2014,12/1/2022,122.68
IBMAY2014,12/1/2022,125.48
IBJUN2014,12/1/2022,124.8
IBJUL2014,12/1/2022,123.80
IBAUG2014,12/1/2022,122.84
IBSEP2014,12/1/2022,121.84
IBOCT2014,12/1/2022,120.88
IBNOV2014,12/1/2022,123.32
IBDEC2014,12/1/2022,122.68
IBJAN2013,12/1/2022,125.36
IBFEB2013,12/1/2022,124.4
IBMAR2013,12/1/2022,123.44
IBAPR2013,12/1/2022,122.48
IBMAY2013,12/1/2022,126.04
IBJUN2013,12/1/2022,125.36
IBJUL2013,12/1/2022,124.36
IBAUG2013,12/1/2022,123.40
IBSEP2013,12/1/2022,122.44
IBOCT2013,12/1/2022,121.48
IBNOV2013,12/1/2022,127.32
IBDEC2013,12/1/2022,126.64
IBJAN2012,12/1/2022,128.72
IBFEB2012,12/1/2022,127.68
IBMAR2012,12/1/2022,126.72
IBAPR2012,12/1/2022,125.72
IBMAY2012,12/1/2022,128.48
IBJUN2012,12/1/2022,127.80
IBJUL2012,12/1/2022,126.8
IBAUG2012,12/1/2022,125.80
IBSEP2012,12/1/2022,124.8
IBOCT2012,12/1/2022,123.84
IBNOV2012,12/1/2022,127.04
IBDEC2012,12/1/2022,126.36
IBJAN2011,12/1/2022,132.16
IBFEB2011,12/1/2022,131.12
IBMAR2011,12/1/2022,130.12
IBAPR2011,12/1/2022,129.08
IBMAY2011,12/1/2022,133.48
IBJUN2011,12/1/2022,132.76
IBJUL2011,12/1/2022,131.72
IBAUG2011,12/1/2022,130.72
IBSEP2011,12/1/2022,129.68
IBOCT2011,12/1/2022,128.68
IBNOV2011,12/1/2022,130.4
IBDEC2011,12/1/2022,129.72
IBJAN2010,12/1/2022,140.24
IBFEB2010,12/1/2022,139.12
IBMAR2010,12/1/2022,138.0
IBAPR2010,12/1/2022,136.88
IBMAY2010,12/1/2022,138.28
IBJUN2010,12/1/2022,137.52
IBJUL2010,12/1/2022,136.44
IBAUG2010,12/1/2022,135.36
IBSEP2010,12/1/2022,134.28
IBOCT2010,12/1/2022,133.2
IBNOV2010,12/1/2022,133.92
IBDEC2010,12/1/2022,133.2
IBJAN2009,12/1/2022,151.64
IBFEB2009,12/1/2022,150.36
IBMAR2009,12/1/2022,149.12
IBAPR2009,12/1/2022,147.88
IBMAY2009,12/1/2022,138.88
IBJUN2009,12/1/2022,138.12
IBJUL2009,12/1/2022,137.04
IBAUG2009,12/1/2022,135.96
IBSEP2009,12/1/2022,134.88
IBOCT2009,12/1/2022,133.84
IBNOV2009,12/1/2022,142.16
IBDEC2009,12/1/2022,141.36
IBJAN2008,12/1/2022,170.16
IBFEB2008,12/1/2022,168.64
IBMAR2008,12/1/2022,167.16
IBAPR2008,12/1/2022,165.72
IBMAY2008,12/1/2022,143.84
IBJUN2008,12/1/2022,143.08
IBJUL2008,12/1/2022,141.96
IBAUG2008,12/1/2022,140.88
IBSEP2008,12/1/2022,139.76
IBOCT2008,12/1/2022,138.68
IBNOV2008,12/1/2022,153.84
IBDEC2008,12/1/2022,152.92
IBJAN2007,12/1/2022,182.52
IBFEB2007,12/1/2022,180.88
IBMAR2007,12/1/2022,179.24
IBAPR2007,12/1/2022,177.64
IBMAY2007,12/1/2022,178.44
IBJUN2007,12/1/2022,177.32
IBJUL2007,12/1/2022,175.72
IBAUG2007,12/1/2022,174.16
IBSEP2007,12/1/2022,172.64
IBOCT2007,12/1/2022,171.12
IBNOV2007,12/1/2022,172.72
IBDEC2007,12/1/2022,171.64
IBJAN2006,12/1/2022,179.44
IBFEB2006,12/1/2022,177.88
IBMAR2006,12/1/2022,176.36
IBAPR2006,12/1/2022,174.84
IBMAY2006,12/1/2022,187.28
IBJUN2006,12/1/2022,186.08
IBJUL2006,12/1/2022,184.44
IBAUG2006,12/1/2022,182.76
IBSEP2006,12/1/2022,181.16
IBOCT2006,12/1/2022,179.52
IBNOV2006,12/1/2022,185.36
IBDEC2006,12/1/2022,184.16
IBJAN2005,12/1/2022,186.84
IBFEB2005,12/1/2022,185.24
IBMAR2005,12/1/2022,183.64
IBAPR2005,12/1/2022,182.04
IBMAY2005,12/1/2022,192.56
IBJUN2005,12/1/2022,191.36
IBJUL2005,12/1/2022,189.68
IBAUG2005,12/1/2022,188
IBSEP2005,12/1/2022,186.36
IBOCT2005,12/1/2022,184.72
IBNOV2005,12/1/2022,182.12
IBDEC2005,12/1/2022,181.00
IBJAN2004,12/1/2022,195.40
IBFEB2004,12/1/2022,193.68
IBMAR2004,12/1/2022,192
IBAPR2004,12/1/2022,190.32
IBMAY2004,12/1/2022,193.16
IBJUN2004,12/1/2022,191.96
IBJUL2004,12/1/2022,190.32
IBAUG2004,12/1/2022,188.68
IBSEP2004,12/1/2022,187.04
IBOCT2004,12/1/2022,185.44
IBNOV2004,12/1/2022,189.64
IBDEC2004,12/1/2022,188.48
IBJAN2003,12/1/2022,223.72
IBFEB2003,12/1/2022,221.68
IBMAR2003,12/1/2022,219.68
IBAPR2003,12/1/2022,217.68
IBMAY2003,12/1/2022,203.32
IBJUN2003,12/1/2022,202.04
IBJUL2003,12/1/2022,200.28
IBAUG2003,12/1/2022,198.56
IBSEP2003,12/1/2022,196.8
IBOCT2003,12/1/2022,195.12
IBNOV2003,12/1/2022,198.36
IBDEC2003,12/1/2022,197.12
IBJAN2002,12/1/2022,250.08
IBFEB2002,12/1/2022,247.72
IBMAR2002,12/1/2022,245.36
IBAPR2002,12/1/2022,243.04
IBMAY2002,12/1/2022,248.72
IBJUN2002,12/1/2022,247.00
IBJUL2002,12/1/2022,244.64
IBAUG2002,12/1/2022,242.36
IBSEP2002,12/1/2022,240.04
IBOCT2002,12/1/2022,237.80
IBNOV2002,12/1/2022,227.32
IBDEC2002,12/1/2022,225.80
IBJAN2001,12/1/2022,353.12
IBFEB2001,12/1/2022,349.40
IBMAR2001,12/1/2022,345.68
IBAPR2001,12/1/2022,342.04
IBMAY2001,12/1/2022,320.68
IBJUN2001,12/1/2022,318.20
IBJUL2001,12/1/2022,314.96
IBAUG2001,12/1/2022,311.72
IBSEP2001,12/1/2022,308.52
IBOCT2001,12/1/2022,305.36
IBNOV2001,12/1/2022,254.20
IBDEC2001,12/1/2022,252.44
IBJAN2000,12/1/2022,378.60
IBFEB2000,12/1/2022,374.60
IBMAR2000,12/1/2022,370.64
IBAPR2000,12/1/2022,366.72
IBMAY2000,12/1/2022,389.48
IBJUN2000,12/1/2022,386.28
IBJUL2000,12/1/2022,382.12
IBAUG2000,12/1/2022,378.04
IBSEP2000,12/1/2022,373.96
IBOCT2000,12/1/2022,369.96
IBNOV2000,12/1/2022,359.84
IBDEC2000,12/1/2022,356.92
IBJAN1999,12/1/2022,389.80
IBFEB1999,12/1/2022,385.72
IBMAR1999,12/1/2022,381.64
IBAPR1999,12/1/2022,377.64
IBMAY1999,12/1/2022,387.2
IBJUN1999,12/1/2022,384.08
IBJUL1999,12/1/2022,380.08
IBAUG1999,12/1/2022,376.08
IBSEP1999,12/1/2022,372.12
IBOCT1999,12/1/2022,368.20
IBNOV1999,12/1/2022,385.76
IBDEC1999,12/1/2022,382.64
IBSEP1998,12/1/2022,398.88
IBOCT1998,12/1/2022,394.68
IBNOV1998,12/1/2022,397.16
IBDEC1998,12/1/2022,393.96
IBJAN2023,1/1/2023,100
IBJAN2022,1/1/2023,106.04
IBFEB2022,1/1/2023,100
IBMAR2022,1/1/2023,100
IBAPR2022,1/1/2023,100
IBMAY2022,1/1/2023,100
IBJUN2022,1/1/2023,100
IBJUL2022,1/1/2023,100
IBAUG2022,1/1/2023,100
IBSEP2022,1/1/2023,100
IBOCT2022,1/1/2023,100
IBNOV2022,1/1/2023,100
IBDEC2022,1/1/2023,100
IBJAN2021,1/1/2023,108.8
IBFEB2021,1/1/2023,107.96
IBMAR2021,1/1/2023,107.12
IBAPR2021,1/1/2023,106.28
IBMAY2021,1/1/2023,109.6
IBJUN2021,1/1/2023,108.76
IBJUL2021,1/1/2023,107.92
IBAUG2021,1/1/2023,107.08
IBSEP2021,1/1/2023,106.24
IBOCT2021,1/1/2023,105.40
IBNOV2021,1/1/2023,107.68
IBDEC2021,1/1/2023,106.84
IBJAN2020,1/1/2023,111.12
IBFEB2020,1/1/2023,110.24
IBMAR2020,1/1/2023,109.36
IBAPR2020,1/1/2023,108.48
IBMAY2020,1/1/2023,111.12
IBJUN2020,1/1/2023,110.24
IBJUL2020,1/1/2023,109.36
IBAUG2020,1/1/2023,108.52
IBSEP2020,1/1/2023,107.68
IBOCT2020,1/1/2023,106.84
IBNOV2020,1/1/2023,110.52
IBDEC2020,1/1/2023,109.68
IBJAN2019,1/1/2023,114.60
IBFEB2019,1/1/2023,113.64
IBMAR2019,1/1/2023,112.72
IBAPR2019,1/1/2023,111.80
IBMAY2019,1/1/2023,114.96
IBJUN2019,1/1/2023,114.0
IBJUL2019,1/1/2023,113.08
IBAUG2019,1/1/2023,112.16
IBSEP2019,1/1/2023,111.24
IBOCT2019,1/1/2023,110.32
IBNOV2019,1/1/2023,112.92
IBDEC2019,1/1/2023,112
IBJAN2018,1/1/2023,118.48
IBFEB2018,1/1/2023,114.8
IBMAR2018,1/1/2023,113.88
IBAPR2018,1/1/2023,113.00
IBMAY2018,1/1/2023,117.16
IBJUN2018,1/1/2023,116.20
IBJUL2018,1/1/2023,115.28
IBAUG2018,1/1/2023,114.36
IBSEP2018,1/1/2023,113.44
IBOCT2018,1/1/2023,112.52
IBNOV2018,1/1/2023,116.52
IBDEC2018,1/1/2023,115.56
IBJAN2017,1/1/2023,120.8
IBFEB2017,1/1/2023,119.84
IBMAR2017,1/1/2023,118.92
IBAPR2017,1/1/2023,117.96
IBMAY2017,1/1/2023,120.4
IBJUN2017,1/1/2023,119.76
IBJUL2017,1/1/2023,119.12
IBAUG2017,1/1/2023,118.16
IBSEP2017,1/1/2023,117.24
IBOCT2017,1/1/2023,116.36
IBNOV2017,1/1/2023,119.76
IBDEC2017,1/1/2023,119.12
IBJAN2016,1/1/2023,122.56
IBFEB2016,1/1/2023,121.6
IBMAR2016,1/1/2023,120.64
IBAPR2016,1/1/2023,119.68
IBMAY2016,1/1/2023,122.92
IBJUN2016,1/1/2023,122.24
IBJUL2016,1/1/2023,121.6
IBAUG2016,1/1/2023,120.64
IBSEP2016,1/1/2023,119.68
IBOCT2016,1/1/2023,118.76
IBNOV2016,1/1/2023,122.08
IBDEC2016,1/1/2023,121.44
IBJAN2015,1/1/2023,122.68
IBFEB2015,1/1/2023,121.72
IBMAR2015,1/1/2023,120.76
IBAPR2015,1/1/2023,119.84
IBMAY2015,1/1/2023,123.12
IBJUN2015,1/1/2023,122.44
IBJUL2015,1/1/2023,121.80
IBAUG2015,1/1/2023,120.84
IBSEP2015,1/1/2023,119.88
IBOCT2015,1/1/2023,118.96
IBNOV2015,1/1/2023,123.88
IBDEC2015,1/1/2023,123.24
IBJAN2014,1/1/2023,126.64
IBFEB2014,1/1/2023,125.64
IBMAR2014,1/1/2023,124.64
IBAPR2014,1/1/2023,123.64
IBMAY2014,1/1/2023,126.16
IBJUN2014,1/1/2023,125.48
IBJUL2014,1/1/2023,124.8
IBAUG2014,1/1/2023,123.80
IBSEP2014,1/1/2023,122.84
IBOCT2014,1/1/2023,121.84
IBNOV2014,1/1/2023,124
IBDEC2014,1/1/2023,123.32
IBJAN2013,1/1/2023,126.36
IBFEB2013,1/1/2023,125.36
IBMAR2013,1/1/2023,124.4
IBAPR2013,1/1/2023,123.44
IBMAY2013,1/1/2023,126.68
IBJUN2013,1/1/2023,126.04
IBJUL2013,1/1/2023,125.36
IBAUG2013,1/1/2023,124.36
IBSEP2013,1/1/2023,123.40
IBOCT2013,1/1/2023,122.44
IBNOV2013,1/1/2023,128.04
IBDEC2013,1/1/2023,127.32
IBJAN2012,1/1/2023,129.72
IBFEB2012,1/1/2023,128.72
IBMAR2012,1/1/2023,127.68
IBAPR2012,1/1/2023,126.72
IBMAY2012,1/1/2023,129.16
IBJUN2012,1/1/2023,128.48
IBJUL2012,1/1/2023,127.80
IBAUG2012,1/1/2023,126.8
IBSEP2012,1/1/2023,125.80
IBOCT2012,1/1/2023,124.8
IBNOV2012,1/1/2023,127.72
IBDEC2012,1/1/2023,127.04
IBJAN2011,1/1/2023,133.2
IBFEB2011,1/1/2023,132.16
IBMAR2011,1/1/2023,131.12
IBAPR2011,1/1/2023,130.12
IBMAY2011,1/1/2023,134.16
IBJUN2011,1/1/2023,133.48
IBJUL2011,1/1/2023,132.76
IBAUG2011,1/1/2023,131.72
IBSEP2011,1/1/2023,130.72
IBOCT2011,1/1/2023,129.68
IBNOV2011,1/1/2023,131.12
IBDEC2011,1/1/2023,130.4
IBJAN2010,1/1/2023,141.36
IBFEB2010,1/1/2023,140.24
IBMAR2010,1/1/2023,139.12
IBAPR2010,1/1/2023,138.0
IBMAY2010,1/1/2023,139.04
IBJUN2010,1/1/2023,138.28
IBJUL2010,1/1/2023,137.52
IBAUG2010,1/1/2023,136.44
IBSEP2010,1/1/2023,135.36
IBOCT2010,1/1/2023,134.28
IBNOV2010,1/1/2023,134.64
IBDEC2010,1/1/2023,133.92
IBJAN2009,1/1/2023,152.92
IBFEB2009,1/1/2023,151.64
IBMAR2009,1/1/2023,150.36
IBAPR2009,1/1/2023,149.12
IBMAY2009,1/1/2023,139.6
IBJUN2009,1/1/2023,138.88
IBJUL2009,1/1/2023,138.12
IBAUG2009,1/1/2023,137.04
IBSEP2009,1/1/2023,135.96
IBOCT2009,1/1/2023,134.88
IBNOV2009,1/1/2023,142.96
IBDEC2009,1/1/2023,142.16
IBJAN2008,1/1/2023,171.64
IBFEB2008,1/1/2023,170.16
IBMAR2008,1/1/2023,168.64
IBAPR2008,1/1/2023,167.16
IBMAY2008,1/1/2023,144.60
IBJUN2008,1/1/2023,143.84
IBJUL2008,1/1/2023,143.08
IBAUG2008,1/1/2023,141.96
IBSEP2008,1/1/2023,140.88
IBOCT2008,1/1/2023,139.76
IBNOV2008,1/1/2023,154.72
IBDEC2008,1/1/2023,153.84
IBJAN2007,1/1/2023,184.16
IBFEB2007,1/1/2023,182.52
IBMAR2007,1/1/2023,180.88
IBAPR2007,1/1/2023,179.24
IBMAY2007,1/1/2023,179.6
IBJUN2007,1/1/2023,178.44
IBJUL2007,1/1/2023,177.32
IBAUG2007,1/1/2023,175.72
IBSEP2007,1/1/2023,174.16
IBOCT2007,1/1/2023,172.64
IBNOV2007,1/1/2023,173.84
IBDEC2007,1/1/2023,172.72
IBJAN2006,1/1/2023,181.00
IBFEB2006,1/1/2023,179.44
IBMAR2006,1/1/2023,177.88
IBAPR2006,1/1/2023,176.36
IBMAY2006,1/1/2023,188.52
IBJUN2006,1/1/2023,187.28
IBJUL2006,1/1/2023,186.08
IBAUG2006,1/1/2023,184.44
IBSEP2006,1/1/2023,182.76
IBOCT2006,1/1/2023,181.16
IBNOV2006,1/1/2023,186.56
IBDEC2006,1/1/2023,185.36
IBJAN2005,1/1/2023,188.48
IBFEB2005,1/1/2023,186.84
IBMAR2005,1/1/2023,185.24
IBAPR2005,1/1/2023,183.64
IBMAY2005,1/1/2023,193.80
IBJUN2005,1/1/2023,192.56
IBJUL2005,1/1/2023,191.36
IBAUG2005,1/1/2023,189.68
IBSEP2005,1/1/2023,188
IBOCT2005,1/1/2023,186.36
IBNOV2005,1/1/2023,183.24
IBDEC2005,1/1/2023,182.12
IBJAN2004,1/1/2023,197.12
IBFEB2004,1/1/2023,195.40
IBMAR2004,1/1/2023,193.68
IBAPR2004,1/1/2023,192
IBMAY2004,1/1/2023,194.32
IBJUN2004,1/1/2023,193.16
IBJUL2004,1/1/2023,191.96
IBAUG2004,1/1/2023,190.32
IBSEP2004,1/1/2023,188.68
IBOCT2004,1/1/2023,187.04
IBNOV2004,1/1/2023,190.8
IBDEC2004,1/1/2023,189.64
IBJAN2003,1/1/2023,225.80
IBFEB2003,1/1/2023,223.72
IBMAR2003,1/1/2023,221.68
IBAPR2003,1/1/2023,219.68
IBMAY2003,1/1/2023,204.56
IBJUN2003,1/1/2023,203.32
IBJUL2003,1/1/2023,202.04
IBAUG2003,1/1/2023,200.28
IBSEP2003,1/1/2023,198.56
IBOCT2003,1/1/2023,196.8
IBNOV2003,1/1/2023,199.6
IBDEC2003,1/1/2023,198.36
IBJAN2002,1/1/2023,252.44
IBFEB2002,1/1/2023,250.08
IBMAR2002,1/1/2023,247.72
IBAPR2002,1/1/2023,245.36
IBMAY2002,1/1/2023,250.48
IBJUN2002,1/1/2023,248.72
IBJUL2002,1/1/2023,247.00
IBAUG2002,1/1/2023,244.64
IBSEP2002,1/1/2023,242.36
IBOCT2002,1/1/2023,240.04
IBNOV2002,1/1/2023,228.8
IBDEC2002,1/1/2023,227.32
IBJAN2001,1/1/2023,356.92
IBFEB2001,1/1/2023,353.12
IBMAR2001,1/1/2023,349.40
IBAPR2001,1/1/2023,345.68
